deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,temperature_soil_f(°F),temperature_soil(°C),ppfd,power
,25.7,72.5,0.91,78.26,,2025-05-29 18:00:00,,,,
,25.5,72.5,0.9,77.9,,2025-05-29 18:00:01,,,,
,25.1,72.3,0.88,77.18,,2025-05-29 18:00:00,,,,
,25.0,71.9,0.89,77.0,,2025-05-29 18:30:00,,,,
,24.8,72.6,0.86,76.64,,2025-05-29 19:00:00,,,,
,24.8,72.6,0.86,76.64,,2025-05-29 19:00:00,,,,
,24.7,73,0.84,76.46,,2025-05-29 19:00:00,,,,
,24.7,73.4,0.83,76.46,,2025-05-29 19:30:00,,,,
,24.6,73.6,0.82,76.28,,2025-05-29 19:30:00,,,,
,24.7,72.3,0.86,76.46,,2025-05-29 20:00:00,,,,
,24.7,72.7,0.85,76.46,,2025-05-29 20:00:00,,,,
,24.8,72.6,0.86,76.64,,2025-05-29 20:00:01,,,,
,24.6,74.1,0.8,76.28,,2025-05-29 20:30:00,,,,
,24.5,72.7,0.84,76.1,,2025-05-29 20:30:01,,,,
,24.7,73,0.84,76.46,,2025-05-29 21:00:00,,,,
,24.6,73.7,0.81,76.28,,2025-05-29 21:00:00,,,,
,24.6,74.6,0.79,76.28,,2025-05-29 21:00:01,,,,
,24.7,74.2,0.8,76.46,,2025-05-29 21:30:00,,,,
,26.6,66.1,1.18,79.88,,2025-05-29 21:30:01,,,,
,26.7,75.1,0.87,80.06,,2025-05-29 22:00:00,,,,
,26.8,74.6,0.89,80.24,,2025-05-29 22:00:00,,,,
,27.0,77.6,0.8,80.6,,2025-05-29 22:00:00,,,,
,24.0,80.1,0.59,75.2,,2025-05-29 22:30:00,,,,
,24.0,82.3,0.53,75.2,,2025-05-29 22:30:00,,,,
,26.9,72.7,0.97,80.42,,2025-05-29 23:00:00,,,,
,26.9,65.5,1.22,80.42,,2025-05-29 23:30:01,,,,
,28.2,64.1,1.37,82.76,,2025-05-29 23:30:00,,,,
,29.2,62.9,1.5,84.56,,2025-05-30 00:00:00,,,,
,27.4,62.6,1.37,81.32,,2025-05-30 00:30:00,,,,
,27.6,64.8,1.3,81.68,,2025-05-30 00:00:00,,,,
,25.4,77.8,0.72,77.72,,2025-05-30 01:00:01,,,,
,25.4,78.1,0.71,77.72,,2025-05-30 01:00:01,,,,
,24.4,79.4,0.63,75.92,,2025-05-30 01:30:00,,,,
,25.7,77.7,0.74,78.26,,2025-05-30 01:30:00,,,,
,25.9,78.1,0.73,78.62,,2025-05-30 02:00:00,,,,
,25.9,76.9,0.77,78.62,,2025-05-30 02:00:00,,,,
,26.6,72.5,0.96,79.88,,2025-05-30 02:30:00,,,,
,26.7,73.4,0.93,80.06,,2025-05-30 02:30:00,,,,
,26.9,72.3,0.98,80.42,,2025-05-30 03:00:00,,,,
,24.6,73,0.84,76.28,,2025-05-30 03:00:00,,,,
,24.6,68.6,0.97,76.28,,2025-05-30 03:30:00,,,,
,24.2,75.3,0.75,75.56,,2025-05-30 04:00:01,,,,
,23.8,74.1,0.76,74.84,,2025-05-30 04:00:00,,,,
,22.9,78.3,0.61,73.22,,2025-05-30 04:00:00,,,,
,22.3,78.2,0.59,72.14,,2025-05-30 04:30:01,,,,
,21.9,78.4,0.57,71.42,,2025-05-30 05:00:00,,,,
,21.8,79.3,0.54,71.24,,2025-05-30 05:00:01,,,,
,21.7,76.6,0.61,71.06,,2025-05-30 05:00:00,,,,
,21.6,79.4,0.53,70.88,,2025-05-30 05:30:00,,,,
,21.5,77,0.59,70.7,,2025-05-30 05:30:00,,,,
,21.4,76.4,0.6,70.52,,2025-05-30 06:00:00,,,,
,21.4,79.2,0.53,70.52,,2025-05-30 06:00:00,,,,
,21.4,78.8,0.54,70.52,,2025-05-30 06:30:01,,,,
,21.3,78.2,0.55,70.34,,2025-05-30 07:00:00,,,,
,21.3,81,0.48,70.34,,2025-05-30 07:00:01,,,,
,21.3,76.9,0.59,70.34,,2025-05-30 07:30:00,,,,
,21.3,81.4,0.47,70.34,,2025-05-30 07:30:00,,,,
,21.3,80.9,0.48,70.34,,2025-05-30 08:00:01,,,,
,21.2,80.5,0.49,70.16,,2025-05-30 08:30:00,,,,
,21.1,77.1,0.57,69.98,,2025-05-30 09:30:00,,,,
,23.8,78.7,0.63,74.84,,2025-05-30 10:00:01,,,,
,26.2,73.5,0.9,79.16,,2025-05-30 11:00:00,,,,
,24.6,72,0.87,76.28,,2025-05-30 12:30:00,,,,
,25.1,74.5,0.81,77.18,,2025-05-30 13:30:01,,,,
,25.1,72,0.89,77.18,,2025-05-30 14:30:00,,,,
,27.6,68.8,1.15,81.68,,2025-05-31 03:30:00,,,,
,24.1,72.4,0.83,75.38,,2025-05-31 04:00:00,,,,
,22.8,76,0.67,73.04,,2025-05-31 05:00:00,,,,
,22.3,79.1,0.56,72.14,,2025-05-31 06:00:00,,,,
,22.1,75.7,0.65,71.78,,2025-05-31 07:00:00,,,,
,21.9,74.5,0.67,71.42,,2025-05-31 08:00:00,,,,
,21.4,79.1,0.53,70.52,,2025-05-31 09:00:01,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 10:00:01,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 11:00:01,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 12:00:01,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 13:00:00,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 13:30:00,,,,
,21.4,79.5,0.52,70.52,,2025-05-31 14:00:01,,,,
,26.3,68.2,1.09,79.34,,2025-05-31 14:30:00,,,,
,26.4,68.2,1.09,79.52,,2025-05-31 15:00:00,,,,
,26.5,67.3,1.13,79.7,,2025-05-31 16:30:00,,,,
,26.7,67.9,1.12,80.06,,2025-05-31 17:00:00,,,,
,26.8,68.5,1.11,80.24,,2025-05-31 18:00:01,,,,
,26.9,67.5,1.15,80.42,,2025-05-31 19:00:00,,,,
,26.8,72.2,0.98,80.24,,2025-05-31 20:00:01,,,,
,28.5,69,1.21,83.3,,2025-05-31 20:30:00,,,,
,26.9,70.4,1.05,80.42,,2025-05-31 21:00:00,,,,
,27.0,71.1,1.03,80.6,,2025-05-31 22:00:01,,,,
,26.4,68,1.1,79.52,,2025-05-31 23:00:00,,,,
,27.8,73.4,0.99,82.04,,2025-06-01 01:00:00,,,,
,28.0,57.9,1.59,82.4,,2025-06-01 01:30:00,,,,
,23.1,96.6,0.1,73.58,,2025-06-01 02:00:00,,,,
,27.0,71.7,1.01,80.6,,2025-06-01 02:30:00,,,,
,27.5,71.1,1.06,81.5,,2025-06-01 03:00:00,,,,
,23.2,72.3,0.79,73.76,,2025-06-01 04:00:00,,,,
,22.1,70,0.8,71.78,,2025-06-01 04:30:01,,,,
,22.0,69.8,0.8,71.6,,2025-06-01 05:00:00,,,,
,21.8,75,0.65,71.24,,2025-06-01 05:30:00,,,,
,21.6,72.2,0.72,70.88,,2025-06-01 06:00:00,,,,
,21.4,71,0.74,70.52,,2025-06-01 06:30:00,,,,
,21.2,75.2,0.62,70.16,,2025-06-01 07:30:00,,,,
,21.2,69.8,0.76,70.16,,2025-06-01 08:00:00,,,,
,21.0,73.8,0.65,69.8,,2025-06-01 08:30:01,,,,
,21.0,72.2,0.69,69.8,,2025-06-01 09:00:01,,,,
,20.9,74.8,0.62,69.62,,2025-06-01 10:00:00,,,,
,20.9,74.8,0.62,69.62,,2025-06-01 14:30:00,,,,
,20.9,74.8,0.62,69.62,,2025-06-01 16:00:00,,,,
,20.9,74.8,0.62,69.62,,2025-06-01 17:00:00,,,,
,20.9,74.8,0.62,69.62,,2025-06-01 19:30:00,,,,
,27.0,67.1,1.17,80.6,,2025-06-02 00:00:00,,,,
,27.4,65.7,1.25,81.32,,2025-06-02 00:30:00,,,,
,27.5,63.3,1.35,81.5,,2025-06-02 01:30:00,,,,
,23.6,84,0.47,74.48,,2025-06-02 02:00:00,,,,
,24.2,82.2,0.54,75.56,,2025-06-02 02:30:01,,,,
,24.1,81.3,0.56,75.38,,2025-06-02 03:00:00,,,,
,23.9,74.6,0.75,75.02,,2025-06-02 03:30:01,,,,
,22.4,75.5,0.66,72.32,,2025-06-02 04:30:00,,,,
,22.1,72.9,0.72,71.78,,2025-06-02 05:00:00,,,,
,21.9,74.4,0.67,71.42,,2025-06-02 05:30:00,,,,
,21.6,72.9,0.7,70.88,,2025-06-02 06:00:01,,,,
,21.4,74.2,0.66,70.52,,2025-06-02 07:00:00,,,,
,21.4,73.3,0.68,70.52,,2025-06-02 07:30:00,,,,
,21.2,73.3,0.67,70.16,,2025-06-02 08:00:00,,,,
,21.1,71.9,0.7,69.98,,2025-06-02 08:30:00,,,,
,21.0,73,0.67,69.8,,2025-06-02 09:00:00,,,,
,20.8,71.9,0.69,69.44,,2025-06-02 09:30:00,,,,
,27.1,64.4,1.28,80.78,,2025-06-02 10:30:00,,,,
,27.0,65.3,1.24,80.6,,2025-06-02 11:00:00,,,,
,27.2,66.1,1.22,80.96,,2025-06-02 11:30:00,,,,
,27.2,66.1,1.22,80.96,,2025-06-02 14:30:00,,,,
,26.9,66.4,1.19,80.42,,2025-06-02 16:00:01,,,,
,27.1,65.9,1.22,80.78,,2025-06-02 17:30:00,,,,
,26.9,64,1.28,80.42,,2025-06-02 19:00:00,,,,
,26.9,64,1.28,80.42,,2025-06-02 20:00:01,,,,
,25.6,65.4,1.14,78.08,,2025-06-02 21:00:00,,,,
,27.5,64.4,1.31,81.5,,2025-06-02 23:00:01,,,,
,27.2,62.8,1.34,80.96,,2025-06-03 00:00:00,,,,
,24.4,83.4,0.51,75.92,,2025-06-03 02:00:01,,,,
,24.2,82.5,0.53,75.56,,2025-06-03 03:00:00,,,,
,19.6,84.3,0.36,67.28,,2025-06-03 05:00:01,,,,
,19.3,86.1,0.31,66.74,,2025-06-03 07:00:00,,,,
,20.4,86,0.34,68.72,,2025-06-03 07:30:01,,,,
,19.4,84.4,0.35,66.92,,2025-06-03 09:30:01,,,,
,23.8,82.9,0.5,74.84,,2025-06-03 11:00:01,,,,
,25.0,85.8,0.45,77.0,,2025-06-03 12:00:00,,,,
,24.4,82.4,0.54,75.92,,2025-06-03 14:00:00,,,,
,23.5,86.2,0.4,74.3,,2025-06-03 15:30:01,,,,
,22.9,86.2,0.39,73.22,,2025-06-03 17:30:00,,,,
,23.0,84.9,0.42,73.4,,2025-06-03 18:00:00,,,,
,22.8,85.7,0.4,73.04,,2025-06-03 20:00:00,,,,
,22.3,86.3,0.37,72.14,,2025-06-03 22:00:00,,,,
,22.9,84.7,0.43,73.22,,2025-06-03 23:30:00,,,,
,20.9,78.4,0.53,69.62,,2025-06-04 08:35:00,,,,
,20.8,75.9,0.59,69.44,,2025-06-04 09:05:00,,,,
,27.4,65.2,1.27,81.32,,2025-06-04 11:20:00,,,,
,27.6,64.6,1.31,81.68,,2025-06-04 11:35:00,,,,
,25.6,69.5,1,78.08,,2025-06-04 14:30:00,,,,
,25.7,70.5,0.97,78.26,,2025-06-04 15:00:00,,,,
,26.0,70.6,0.99,78.8,,2025-06-04 15:30:00,,,,
,25.8,70,1,78.44,,2025-06-04 16:00:00,,,,
,24.6,69.3,0.95,76.28,,2025-06-04 16:30:00,,,,
,24.2,69.6,0.92,75.56,,2025-06-04 17:00:00,,,,
,26.8,69.6,1.07,80.24,,2025-06-04 17:30:00,,,,
,26.8,71.9,0.99,80.24,,2025-06-04 18:00:00,,,,
,26.9,72,0.99,80.42,,2025-06-04 18:30:00,,,,
,26.9,71.4,1.01,80.42,,2025-06-04 19:00:00,,,,
,26.6,70.9,1.01,79.88,,2025-06-04 19:30:00,,,,
,26.5,64.8,1.22,79.7,,2025-06-04 20:00:00,,,,
,26.6,67.4,1.14,79.88,,2025-06-04 20:30:00,,,,
,26.5,72.2,0.96,79.7,,2025-06-04 21:00:00,,,,
,26.4,70.2,1.03,79.52,,2025-06-04 21:30:00,,,,
,27.0,66.5,1.19,80.6,,2025-06-04 22:00:00,,,,
,27.1,65.1,1.25,80.78,,2025-06-04 22:30:00,,,,
,27.0,63.7,1.29,80.6,,2025-06-04 23:00:00,,,,
,27.1,64,1.29,80.78,,2025-06-04 23:30:00,,,,
,27.2,63.3,1.32,80.96,,2025-06-05 00:00:00,,,,
,27.1,65.9,1.22,80.78,,2025-06-05 00:30:00,,,,
,25.6,71,0.95,78.08,,2025-06-05 01:00:00,,,,
,26.8,66.7,1.17,80.24,,2025-06-05 01:30:00,,,,
,26.8,66.8,1.17,80.24,,2025-06-05 02:00:00,,,,
,25.6,65.8,1.12,78.08,,2025-06-05 02:30:00,,,,
,26.9,70.4,1.05,80.42,,2025-06-05 03:00:01,,,,
,24.5,69.1,0.95,76.1,,2025-06-05 03:30:00,,,,
,24.0,73.7,0.78,75.2,,2025-06-05 04:00:00,,,,
,21.8,77.9,0.58,71.24,,2025-06-05 04:30:00,,,,
,21.4,74.4,0.65,70.52,,2025-06-05 05:00:00,,,,
,21.1,75,0.63,69.98,,2025-06-05 05:30:00,,,,
,21.3,74.4,0.65,70.34,,2025-06-05 06:00:00,,,,
,21.3,77.3,0.58,70.34,,2025-06-05 06:30:00,,,,
,21.2,78.8,0.53,70.16,,2025-06-05 07:00:00,,,,
,21.2,74.2,0.65,70.16,,2025-06-05 08:00:00,,,,
,21.1,75.3,0.62,69.98,,2025-06-05 08:30:00,,,,
,21.1,76.1,0.6,69.98,,2025-06-05 09:00:00,,,,
,21.0,76.3,0.59,69.8,,2025-06-05 09:30:00,,,,
,21.1,79.3,0.52,69.98,,2025-06-05 10:00:00,,,,
,24.5,73.9,0.8,76.1,,2025-06-05 10:30:00,,,,
,24.9,67.9,1.01,76.82,,2025-06-05 11:00:00,,,,
,24.7,70.6,0.91,76.46,,2025-06-05 11:30:00,,,,
,24.8,69.8,0.95,76.64,,2025-06-05 12:00:00,,,,
,24.4,71,0.89,75.92,,2025-06-05 12:30:00,,,,
,25.6,69.2,1.01,78.08,,2025-06-05 13:00:00,,,,
,25.4,71.5,0.92,77.72,,2025-06-05 13:30:00,,,,
,26.0,68.9,1.05,78.8,,2025-06-05 14:00:00,,,,
,25.3,66.7,1.07,77.54,,2025-06-05 14:30:00,,,,
,25.8,69.7,1.01,78.44,,2025-06-05 15:00:00,,,,
,26.2,67.2,1.12,79.16,,2025-06-05 15:30:00,,,,
,24.9,70.6,0.93,76.82,,2025-06-05 16:00:00,,,,
,26.0,69.8,1.02,78.8,,2025-06-05 16:30:00,,,,
,26.2,67.3,1.11,79.16,,2025-06-05 17:00:00,,,,
,25.2,69.8,0.97,77.36,,2025-06-05 17:30:00,,,,
,25.2,70.8,0.94,77.36,,2025-06-05 18:00:00,,,,
,26.0,70.8,0.98,78.8,,2025-06-05 18:30:00,,,,
,25.6,69.1,1.01,78.08,,2025-06-05 19:00:00,,,,
,25.3,72.8,0.88,77.54,,2025-06-05 19:30:00,,,,
,26.1,71.3,0.97,78.98,,2025-06-05 20:00:00,,,,
,25.0,71.3,0.91,77.0,,2025-06-05 20:30:00,,,,
,25.6,71,0.95,78.08,,2025-06-05 21:00:00,,,,
,24.8,70.5,0.92,76.64,,2025-06-05 21:30:00,,,,
,25.3,71.6,0.92,77.54,,2025-06-05 22:00:00,,,,
,25.3,72.6,0.88,77.54,,2025-06-05 22:30:00,,,,
,25.3,72,0.9,77.54,,2025-06-05 23:00:00,,,,
,25.0,71.2,0.91,77.0,,2025-06-05 23:30:00,,,,
,24.7,71.1,0.9,76.46,,2025-06-06 00:00:00,,,,
,24.7,71.8,0.88,76.46,,2025-06-06 00:30:00,,,,
,25.5,65.7,1.12,77.9,,2025-06-06 01:00:00,,,,
,26.6,66.2,1.18,79.88,,2025-06-06 01:30:00,,,,
,27.1,65.6,1.23,80.78,,2025-06-06 02:00:00,,,,
,26.9,65.5,1.22,80.42,,2025-06-06 02:30:00,,,,
,27.1,66.8,1.19,80.78,,2025-06-06 03:00:00,,,,
,27.5,64.5,1.3,81.5,,2025-06-06 03:30:00,,,,
,24.6,72.2,0.86,76.28,,2025-06-06 04:00:00,,,,
,21.8,77.7,0.58,71.24,,2025-06-06 04:30:00,,,,
,21.8,78.5,0.56,71.24,,2025-06-06 05:00:00,,,,
,21.8,77.3,0.59,71.24,,2025-06-06 05:30:00,,,,
,21.3,79.1,0.53,70.34,,2025-06-06 06:00:00,,,,
,21.5,75.4,0.63,70.7,,2025-06-06 06:30:00,,,,
,21.3,75.4,0.62,70.34,,2025-06-06 07:00:00,,,,
,21.1,77.1,0.57,69.98,,2025-06-06 07:30:00,,,,
,21.1,78.1,0.55,69.98,,2025-06-06 08:00:00,,,,
,21.0,78.7,0.53,69.8,,2025-06-06 08:30:00,,,,
,21.0,78,0.55,69.8,,2025-06-06 09:00:00,,,,
,20.8,79,0.52,69.44,,2025-06-06 09:30:00,,,,
,20.9,77.6,0.55,69.62,,2025-06-06 10:00:00,,,,
,25.0,70.7,0.93,77.0,,2025-06-06 10:30:00,,,,
,26.9,67.7,1.14,80.42,,2025-06-06 11:00:00,,,,
,27.2,68,1.15,80.96,,2025-06-06 11:30:00,,,,
,27.1,66.9,1.19,80.78,,2025-06-06 12:00:00,,,,
,27.2,63.8,1.31,80.96,,2025-06-06 12:30:00,,,,
,27.2,66.7,1.2,80.96,,2025-06-06 13:00:00,,,,
,27.2,66.4,1.21,80.96,,2025-06-06 13:30:00,,,,
,27.2,63.2,1.33,80.96,,2025-06-06 14:00:00,,,,
,27.3,66.5,1.22,81.14,,2025-06-06 14:30:00,,,,
,27.3,65.1,1.27,81.14,,2025-06-06 15:00:00,,,,
,27.3,63,1.34,81.14,,2025-06-06 15:30:00,,,,
,27.7,63.6,1.35,81.86,,2025-06-06 16:00:00,,,,
,27.2,67.3,1.18,80.96,,2025-06-06 17:00:00,,,,
,27.4,65.7,1.25,81.32,,2025-06-06 17:30:00,,,,
,26.9,65.3,1.23,80.42,,2025-06-06 18:00:00,,,,
,27.1,64.1,1.29,80.78,,2025-06-06 18:30:00,,,,
,27.1,65.1,1.25,80.78,,2025-06-06 19:00:00,,,,
,27.1,64,1.29,80.78,,2025-06-06 19:30:00,,,,
,27.2,64,1.3,80.96,,2025-06-06 20:00:00,,,,
,27.1,65,1.26,80.78,,2025-06-06 20:30:00,,,,
,27.0,63.9,1.29,80.6,,2025-06-06 21:00:00,,,,
,27.1,64,1.29,80.78,,2025-06-06 21:30:00,,,,
,26.0,67.3,1.1,78.8,,2025-06-06 22:00:00,,,,
,29.1,57,1.73,84.38,,2025-06-06 22:30:00,,,,
,27.4,62.5,1.37,81.32,,2025-06-06 23:00:00,,,,
,27.2,62.8,1.34,80.96,,2025-06-06 23:30:00,,,,
,27.0,64.6,1.26,80.6,,2025-06-07 00:00:00,,,,
,27.2,63.4,1.32,80.96,,2025-06-07 00:30:00,,,,
,25.5,69.1,1.01,77.9,,2025-06-07 01:00:00,,,,
,25.4,73.9,0.85,77.72,,2025-06-07 01:30:00,,,,
,25.1,72.8,0.87,77.18,,2025-06-07 02:00:00,,,,
,24.9,72.7,0.86,76.82,,2025-06-07 02:30:00,,,,
,25.2,72,0.9,77.36,,2025-06-07 03:00:00,,,,
,25.1,72.4,0.88,77.18,,2025-06-07 03:30:00,,,,
,23.8,74.8,0.74,74.84,,2025-06-07 04:00:00,,,,
,22.0,79.1,0.55,71.6,,2025-06-07 04:30:00,,,,
,21.1,77.7,0.56,69.98,,2025-06-07 05:00:00,,,,
,20.9,77.6,0.55,69.62,,2025-06-07 05:30:00,,,,
,21.0,80.8,0.48,69.8,,2025-06-07 06:00:00,,,,
,21.1,76.2,0.6,69.98,,2025-06-07 06:30:00,,,,
,20.8,80.1,0.49,69.44,,2025-06-07 07:00:00,,,,
,21.1,77.3,0.57,69.98,,2025-06-07 07:30:00,,,,
,20.8,79.9,0.49,69.44,,2025-06-07 08:30:00,,,,
,20.8,81.4,0.46,69.44,,2025-06-07 09:00:00,,,,
,20.9,76.2,0.59,69.62,,2025-06-07 09:30:00,,,,
,20.8,78.9,0.52,69.44,,2025-06-07 10:00:00,,,,
,24.4,74.3,0.79,75.92,,2025-06-07 10:30:00,,,,
,25.3,71.4,0.92,77.54,,2025-06-07 11:00:00,,,,
,25.0,74.8,0.8,77.0,,2025-06-07 12:00:00,,,,
,25.0,73.8,0.83,77.0,,2025-06-07 12:30:00,,,,
,25.0,73.4,0.84,77.0,,2025-06-07 13:00:00,,,,
,26.0,74.3,0.86,78.8,,2025-06-07 13:30:00,,,,
,25.1,72.9,0.86,77.18,,2025-06-07 14:00:00,,,,
,25.2,73.9,0.84,77.36,,2025-06-07 14:30:00,,,,
,25.0,72.8,0.86,77.0,,2025-06-07 15:30:00,,,,
,25.0,73.1,0.85,77.0,,2025-06-07 16:00:00,,,,
,25.1,72.4,0.88,77.18,,2025-06-07 16:30:00,,,,
,25.3,65.1,1.13,77.54,,2025-06-07 17:00:00,,,,
,25.6,73.5,0.87,78.08,,2025-06-07 17:30:00,,,,
,25.7,68.6,1.04,78.26,,2025-06-07 18:00:00,,,,
,26.1,67.8,1.09,78.98,,2025-06-07 19:00:00,,,,
,25.1,73.2,0.85,77.18,,2025-06-07 19:30:00,,,,
,24.7,74.1,0.81,76.46,,2025-06-07 20:00:00,,,,
,24.6,74,0.8,76.28,,2025-06-07 20:30:00,,,,
,24.8,72,0.88,76.64,,2025-06-07 21:00:00,,,,
,26.8,58,1.48,80.24,,2025-06-07 21:30:00,,,,
,25.5,69.7,0.99,77.9,,2025-06-07 22:00:00,,,,
,24.6,72.8,0.84,76.28,,2025-06-07 22:30:00,,,,
,24.8,72.6,0.86,76.64,,2025-06-07 23:00:00,,,,
,26.6,68.7,1.09,79.88,,2025-06-07 23:30:00,,,,
,27.0,72.1,0.99,80.6,,2025-06-08 00:00:01,,,,
,26.2,71.6,0.97,79.16,,2025-06-08 00:30:00,,,,
,27.0,66.7,1.19,80.6,,2025-06-08 01:00:00,,,,
,26.8,66.3,1.19,80.24,,2025-06-08 01:30:00,,,,
,26.8,66,1.2,80.24,,2025-06-08 02:00:00,,,,
,27.1,65.4,1.24,80.78,,2025-06-08 02:30:00,,,,
,27.0,65.8,1.22,80.6,,2025-06-08 03:00:00,,,,
,26.9,65.4,1.23,80.42,,2025-06-08 03:30:00,,,,
,25.0,74.3,0.81,77.0,,2025-06-08 04:00:00,,,,
,21.6,78,0.57,70.88,,2025-06-08 04:30:00,,,,
,21.1,78.7,0.53,69.98,,2025-06-08 05:00:00,,,,
,20.9,82.5,0.43,69.62,,2025-06-08 05:30:00,,,,
,21.1,80.2,0.5,69.98,,2025-06-08 06:00:00,,,,
,21.4,81.8,0.46,70.52,,2025-06-08 06:30:00,,,,
,20.7,82.1,0.44,69.26,,2025-06-08 07:00:00,,,,
,21.0,83,0.42,69.8,,2025-06-08 07:30:00,,,,
,21.3,82.9,0.43,70.34,,2025-06-08 08:00:00,,,,
,20.7,81.6,0.45,69.26,,2025-06-08 08:30:00,,,,
,20.8,80.6,0.48,69.44,,2025-06-08 09:00:00,,,,
,21.3,83.9,0.41,70.34,,2025-06-08 09:30:00,,,,
,21.0,81.6,0.46,69.8,,2025-06-08 10:00:00,,,,
,25.2,73.2,0.86,77.36,,2025-06-08 10:30:00,,,,
,27.2,68.8,1.13,80.96,,2025-06-08 11:00:00,,,,
,27.8,67.9,1.2,82.04,,2025-06-08 11:30:00,,,,
,28.2,67.5,1.24,82.76,,2025-06-08 12:00:00,,,,
,27.5,66.9,1.22,81.5,,2025-06-08 12:30:00,,,,
,28.1,67.3,1.24,82.58,,2025-06-08 13:00:00,,,,
,28.5,67,1.28,83.3,,2025-06-08 13:30:00,,,,
,28.7,64,1.42,83.66,,2025-06-08 14:00:00,,,,
,28.4,64.3,1.38,83.12,,2025-06-08 14:30:00,,,,
,28.5,66.6,1.3,83.3,,2025-06-08 15:00:00,,,,
,28.4,69.2,1.19,83.12,,2025-06-08 15:30:00,,,,
,27.6,67.4,1.2,81.68,,2025-06-08 16:00:00,,,,
,26.8,71.7,1,80.24,,2025-06-08 16:30:00,,,,
,27.1,70.2,1.07,80.78,,2025-06-08 17:00:00,,,,
,26.8,68.2,1.12,80.24,,2025-06-08 17:30:00,,,,
,26.1,73.8,0.89,78.98,,2025-06-08 18:00:00,,,,
,25.1,75.2,0.79,77.18,,2025-06-08 18:30:00,,,,
,25.9,71,0.97,78.62,,2025-06-08 19:00:00,,,,
,26.1,74.1,0.88,78.98,,2025-06-08 19:30:00,,,,
,25.2,75,0.8,77.36,,2025-06-08 20:00:00,,,,
,26.0,71.3,0.96,78.8,,2025-06-08 20:30:00,,,,
,25.1,75,0.8,77.18,,2025-06-08 21:00:00,,,,
,25.1,76.1,0.76,77.18,,2025-06-08 21:30:00,,,,
,24.5,77.8,0.68,76.1,,2025-06-08 22:00:00,,,,
,26.8,65.2,1.23,80.24,,2025-06-08 22:30:00,,,,
,24.8,70.1,0.94,76.64,,2025-06-08 23:00:00,,,,
,25.3,69.7,0.98,77.54,,2025-06-08 23:30:00,,,,
,26.3,66.7,1.14,79.34,,2025-06-09 00:00:01,,,,
,25.6,73.8,0.86,78.08,,2025-06-09 00:30:00,,,,
,25.5,75.6,0.8,77.9,,2025-06-09 01:00:00,,,,
,25.7,75.4,0.81,78.26,,2025-06-09 01:30:00,,,,
,25.4,72.8,0.88,77.72,,2025-06-09 02:00:00,,,,
,25.9,75,0.84,78.62,,2025-06-09 02:30:00,,,,
,26.2,74.8,0.86,79.16,,2025-06-09 03:00:00,,,,
,26.3,72.5,0.94,79.34,,2025-06-09 03:30:00,,,,
,23.4,77.5,0.65,74.12,,2025-06-09 04:00:00,,,,
,21.0,80.5,0.48,69.8,,2025-06-09 04:30:00,,,,
,20.7,81.8,0.44,69.26,,2025-06-09 05:00:00,,,,
,20.8,81.9,0.44,69.44,,2025-06-09 05:30:00,,,,
,20.8,82.2,0.44,69.44,,2025-06-09 06:00:00,,,,
,20.4,80.8,0.46,68.72,,2025-06-09 06:30:00,,,,
,20.5,81.5,0.45,68.9,,2025-06-09 07:00:00,,,,
,20.0,82.4,0.41,68.0,,2025-06-09 07:30:00,,,,
,20.1,81.8,0.43,68.18,,2025-06-09 08:00:00,,,,
,20.1,81.8,0.43,68.18,,2025-06-09 08:30:00,,,,
,20.0,82.6,0.41,68.0,,2025-06-09 09:00:00,,,,
,19.8,82.3,0.41,67.64,,2025-06-09 09:30:00,,,,
,19.8,82.7,0.4,67.64,,2025-06-09 10:00:00,,,,
,22.8,76.8,0.64,73.04,,2025-06-09 10:30:00,,,,
,24.7,74.9,0.78,76.46,,2025-06-09 11:00:00,,,,
,24.9,74.4,0.81,76.82,,2025-06-09 11:30:00,,,,
,25.1,74,0.83,77.18,,2025-06-09 12:00:00,,,,
,25.2,73.4,0.85,77.36,,2025-06-09 12:30:00,,,,
,25.5,73.9,0.85,77.9,,2025-06-09 13:00:00,,,,
,25.2,73.2,0.86,77.36,,2025-06-09 13:30:00,,,,
,25.3,72,0.9,77.54,,2025-06-09 14:00:00,,,,
,25.3,71.6,0.92,77.54,,2025-06-09 14:30:00,,,,
,25.3,71.9,0.91,77.54,,2025-06-09 15:00:00,,,,
,25.3,71.2,0.93,77.54,,2025-06-09 15:30:00,,,,
,25.4,71.3,0.93,77.72,,2025-06-09 16:00:00,,,,
,25.2,72.4,0.88,77.36,,2025-06-09 16:30:00,,,,
,25.3,71.8,0.91,77.54,,2025-06-09 17:00:00,,,,
