deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,temperature_soil_f(°F),temperature_soil(°C),ppfd,power
,25.9,78.3,0.73,78.62,,2025-06-26 20:30:00,,,,
,25.9,78.5,0.72,78.62,,2025-06-26 21:00:00,,,,
,25.3,79.5,0.66,77.54,,2025-06-26 21:30:00,,,,
,25.5,79.2,0.68,77.9,,2025-06-26 22:00:00,,,,
,25.9,77.4,0.76,78.62,,2025-06-26 23:00:00,,,,
,24.5,78.7,0.65,76.1,,2025-06-26 23:30:00,,,,
,24.9,68.6,0.99,76.82,,2025-06-27 00:00:00,,,,
,24.2,70.1,0.9,75.56,,2025-06-27 00:30:00,,,,
,23.9,75.3,0.73,75.02,,2025-06-27 01:00:00,,,,
,24.1,69.7,0.91,75.38,,2025-06-27 01:30:00,,,,
,24.0,68.8,0.93,75.2,,2025-06-27 02:30:00,,,,
,24.4,67,1.01,75.92,,2025-06-27 03:00:00,,,,
,21.4,73.1,0.69,70.52,,2025-06-27 03:30:00,,,,
,21.0,73.8,0.65,69.8,,2025-06-27 04:00:00,,,,
,21.0,73.4,0.66,69.8,,2025-06-27 04:30:00,,,,
,20.9,73.3,0.66,69.62,,2025-06-27 05:00:00,,,,
,20.9,74.1,0.64,69.62,,2025-06-27 06:00:00,,,,
,21.0,73.4,0.66,69.8,,2025-06-27 06:30:00,,,,
,20.9,73.3,0.66,69.62,,2025-06-27 07:00:00,,,,
,20.9,73.1,0.66,69.62,,2025-06-27 07:30:00,,,,
,20.8,72.7,0.67,69.44,,2025-06-27 08:00:00,,,,
,20.7,72.4,0.67,69.26,,2025-06-27 08:30:00,,,,
,20.7,72.1,0.68,69.26,,2025-06-27 09:00:00,,,,
,20.5,71.8,0.68,68.9,,2025-06-27 09:30:00,,,,
,20.4,71.6,0.68,68.72,,2025-06-27 10:00:00,,,,
,20.3,71.5,0.68,68.54,,2025-06-27 10:30:00,,,,
,20.2,71.5,0.67,68.36,,2025-06-27 11:00:00,,,,
,20.1,71.4,0.67,68.18,,2025-06-27 11:30:00,,,,
,19.9,71.9,0.65,67.82,,2025-06-27 12:00:00,,,,
,19.8,71.6,0.66,67.64,,2025-06-27 12:30:00,,,,
,19.9,71.5,0.66,67.82,,2025-06-27 13:00:00,,,,
,20.1,74.8,0.59,68.18,,2025-06-27 13:30:00,,,,
,20.3,75.6,0.58,68.54,,2025-06-27 14:00:00,,,,
,20.3,75.8,0.58,68.54,,2025-06-27 14:30:00,,,,
,20.4,75.6,0.58,68.72,,2025-06-27 15:00:00,,,,
,24.3,71.8,0.86,75.74,,2025-06-27 15:30:00,,,,
,24.0,73.3,0.8,75.2,,2025-06-27 16:00:00,,,,
,24.2,74.8,0.76,75.56,,2025-06-27 16:30:00,,,,
,24.5,66.4,1.03,76.1,,2025-06-27 17:00:00,,,,
,24.5,75,0.77,76.1,,2025-06-27 17:30:00,,,,
,25.8,71.8,0.94,78.44,,2025-06-27 18:00:01,,,,
,25.5,74.7,0.83,77.9,,2025-06-27 18:30:00,,,,
,25.9,74.4,0.86,78.62,,2025-06-27 19:00:00,,,,
,26.1,74,0.88,78.98,,2025-06-27 19:30:00,,,,
,26.0,73.4,0.89,78.8,,2025-06-27 20:00:00,,,,
,25.0,65.8,1.08,77.0,,2025-06-27 20:30:00,,,,
,25.4,73,0.88,77.72,,2025-06-27 21:00:00,,,,
,24.2,71.6,0.86,75.56,,2025-06-27 21:30:00,,,,
,24.4,71.3,0.88,75.92,,2025-06-27 22:00:00,,,,
,24.5,70.8,0.9,76.1,,2025-06-27 22:30:00,,,,
,24.8,66.4,1.05,76.64,,2025-06-27 23:00:00,,,,
,25.8,66.6,1.11,78.44,,2025-06-27 23:30:00,,,,
,24.4,75.1,0.76,75.92,,2025-06-28 00:00:00,,,,
,25.3,74.8,0.81,77.54,,2025-06-28 00:30:00,,,,
,25.9,75.8,0.81,78.62,,2025-06-28 01:00:00,,,,
,25.4,76.2,0.77,77.72,,2025-06-28 01:30:00,,,,
,25.4,73.9,0.85,77.72,,2025-06-28 02:00:00,,,,
,25.8,75.6,0.81,78.44,,2025-06-28 02:30:00,,,,
,24.5,74.9,0.77,76.1,,2025-06-28 03:00:00,,,,
,22.5,77.5,0.61,72.5,,2025-06-28 03:30:00,,,,
,22.2,79.2,0.56,71.96,,2025-06-28 04:00:00,,,,
,22.2,79.5,0.55,71.96,,2025-06-28 04:30:00,,,,
,22.1,79.4,0.55,71.78,,2025-06-28 05:00:00,,,,
,22.0,78.7,0.56,71.6,,2025-06-28 05:30:00,,,,
,22.0,78.2,0.58,71.6,,2025-06-28 06:00:00,,,,
,21.9,77.9,0.58,71.42,,2025-06-28 06:30:00,,,,
,21.9,78,0.58,71.42,,2025-06-28 07:00:00,,,,
,21.9,78,0.58,71.42,,2025-06-28 07:30:00,,,,
,21.7,77.3,0.59,71.06,,2025-06-28 08:00:00,,,,
,21.6,76.3,0.61,70.88,,2025-06-28 08:30:00,,,,
,21.6,76.6,0.6,70.88,,2025-06-28 09:00:00,,,,
,21.5,77.7,0.57,70.7,,2025-06-28 09:30:00,,,,
,21.5,77.6,0.57,70.7,,2025-06-28 10:00:00,,,,
,21.4,77.8,0.57,70.52,,2025-06-28 10:30:00,,,,
,21.4,77.6,0.57,70.52,,2025-06-28 11:00:00,,,,
,21.3,77.3,0.58,70.34,,2025-06-28 11:30:00,,,,
,21.3,78.9,0.53,70.34,,2025-06-28 12:00:00,,,,
,21.4,78.9,0.54,70.52,,2025-06-28 12:30:00,,,,
,21.4,79.4,0.53,70.52,,2025-06-28 13:00:00,,,,
,21.4,80,0.51,70.52,,2025-06-28 13:30:00,,,,
,21.4,80.5,0.5,70.52,,2025-06-28 14:00:00,,,,
,21.5,81.2,0.48,70.7,,2025-06-28 14:30:00,,,,
,21.5,81.9,0.46,70.7,,2025-06-28 15:00:00,,,,
,23.2,83.1,0.48,73.76,,2025-06-28 15:30:00,,,,
,25.3,83,0.55,77.54,,2025-06-28 16:00:00,,,,
,25.7,83.7,0.54,78.26,,2025-06-28 16:30:00,,,,
,25.5,83,0.55,77.9,,2025-06-28 17:00:00,,,,
,25.8,85,0.5,78.44,,2025-06-28 17:30:00,,,,
,26.0,85.3,0.49,78.8,,2025-06-28 18:00:00,,,,
,24.8,82.8,0.54,76.64,,2025-06-28 18:30:00,,,,
,26.0,83.9,0.54,78.8,,2025-06-28 19:00:00,,,,
,25.7,85.9,0.47,78.26,,2025-06-28 19:30:00,,,,
,24.4,72.1,0.85,75.92,,2025-06-28 20:00:00,,,,
,24.5,68.6,0.97,76.1,,2025-06-28 20:30:00,,,,
,24.6,66.9,1.02,76.28,,2025-06-28 21:00:00,,,,
,24.9,65.4,1.09,76.82,,2025-06-28 21:30:00,,,,
,24.9,63.4,1.15,76.82,,2025-06-28 22:00:00,,,,
,24.9,62.3,1.19,76.82,,2025-06-28 22:30:00,,,,
,25.0,62.1,1.2,77.0,,2025-06-28 23:00:00,,,,
,25.6,63,1.21,78.08,,2025-06-28 23:30:00,,,,
,25.9,63.7,1.21,78.62,,2025-06-29 00:00:00,,,,
,24.4,70.7,0.9,75.92,,2025-06-29 00:30:00,,,,
,25.5,65.5,1.13,77.9,,2025-06-29 01:00:00,,,,
,25.5,63.6,1.19,77.9,,2025-06-29 01:30:00,,,,
,25.6,62.9,1.22,78.08,,2025-06-29 02:00:00,,,,
,25.6,62.7,1.22,78.08,,2025-06-29 02:30:00,,,,
,24.5,71.2,0.89,76.1,,2025-06-29 03:00:00,,,,
,23.4,71.8,0.81,74.12,,2025-06-29 03:30:00,,,,
,23.0,71.1,0.81,73.4,,2025-06-29 04:00:00,,,,
,22.9,71.1,0.81,73.22,,2025-06-29 04:30:00,,,,
,22.7,70.4,0.82,72.86,,2025-06-29 05:00:00,,,,
,22.6,70,0.82,72.68,,2025-06-29 05:30:00,,,,
,22.5,69.2,0.84,72.5,,2025-06-29 06:00:00,,,,
,22.5,68.6,0.86,72.5,,2025-06-29 06:30:00,,,,
,22.4,68,0.87,72.32,,2025-06-29 07:00:00,,,,
,22.4,67.5,0.88,72.32,,2025-06-29 07:30:00,,,,
,22.3,67.1,0.89,72.14,,2025-06-29 08:00:00,,,,
,22.2,66.7,0.89,71.96,,2025-06-29 08:30:00,,,,
,22.1,66.5,0.89,71.78,,2025-06-29 09:00:00,,,,
,22.0,66.5,0.89,71.6,,2025-06-29 09:30:00,,,,
,21.9,66.3,0.89,71.42,,2025-06-29 10:00:00,,,,
,21.8,66.4,0.88,71.24,,2025-06-29 10:30:00,,,,
,21.7,66.7,0.86,71.06,,2025-06-29 11:00:00,,,,
,21.6,67,0.85,70.88,,2025-06-29 11:30:00,,,,
,21.6,67.3,0.84,70.88,,2025-06-29 12:00:00,,,,
,21.5,67.5,0.83,70.7,,2025-06-29 12:30:00,,,,
,21.5,67.7,0.83,70.7,,2025-06-29 13:00:00,,,,
,21.5,67.5,0.83,70.7,,2025-06-29 13:30:00,,,,
,21.5,68.1,0.82,70.7,,2025-06-29 14:00:00,,,,
,21.5,68.3,0.81,70.7,,2025-06-29 14:30:00,,,,
,21.6,69.9,0.78,70.88,,2025-06-29 15:00:00,,,,
,22.9,61.4,1.08,73.22,,2025-06-29 15:30:00,,,,
,25.3,57.2,1.38,77.54,,2025-06-29 16:00:00,,,,
,24.6,59.6,1.25,76.28,,2025-06-29 16:30:00,,,,
,24.0,61,1.16,75.2,,2025-06-29 17:00:00,,,,
,24.1,59.7,1.21,75.38,,2025-06-29 18:00:00,,,,
,24.2,59.7,1.22,75.56,,2025-06-29 18:30:00,,,,
,25.0,61.3,1.23,77.0,,2025-06-29 19:00:00,,,,
,24.6,58.5,1.28,76.28,,2025-06-29 19:30:00,,,,
,24.5,57.3,1.31,76.1,,2025-06-29 20:00:00,,,,
,24.5,57.1,1.32,76.1,,2025-06-29 20:30:00,,,,
